74.13, green, white
31.22, red, black
28.13, red, white
38.97, red, black
55.58, green, black
26.63, red, white
65.97, green, black
68.23, green, black
19.45, red, black
19.61, red, white
58.64, green, black
93.0, green, black
21.34, red, white
31.92, red, black
70.48, green, white
70.17, green, white
62.9, green, white
47.28, red, black
56.01, green, white
22.22, red, white
67.42, green, white
79.28, green, white
29.44, red, white
62.32, green, black
64.4, green, black
63.56, green, white
67.5, green, black
69.05, green, black
37.87, red, black
72.47, green, white
29.86, red, white
21.29, red, black
32.23, red, white
57.5, green, black
78.82, green, white
35.29, red, white
16.58, red, black
22.27, red, white
63.75, green, black
67.32, green, black
82.14, green, black
32.92, red, black
16.12, red, black
34.14, red, white
59.84, green, black
35.67, red, black
60.12, green, white
19.36, red, black
43.22, red, black
27.64, red, black
58.45, green, white
28.26, red, white
60.22, green, black
45.44, green, black
34.79, red, black
70.11, green, white
18.72, red, black
67.31, green, black
34.27, red, white
61.98, green, white
33.42, red, white
71.35, green, black
79.24, green, white
86.16, green, black
16.49, red, black
71.31, green, black
30.22, red, black
71.04, green, white
43.05, red, white
23.89, red, white
23.47, red, black
40.02, red, white
55.47, green, black
61.75, green, white
64.31, green, black
63.11, green, white
43.64, red, white
28.14, red, black
72.33, green, black
68.22, green, white
31.96, red, white
33.69, red, white
31.57, red, white
25.12, red, white
79.62, green, black
34.82, red, black
33.63, red, black
29.47, red, black
35.18, red, black
85.83, green, black
25.8, red, white
88.58, green, white
28.48, red, white
56.32, green, white
85.55, green, black
72.79, green, white
24.82, red, black
19.46, red, black
26.99, red, black
76.87, green, black
57.21, green, white
16.92, red, black
26.08, red, black
72.49, green, black
70.08, green, black
28.64, red, black
12.31, red, white
38.72, red, black
67.17, green, white
21.36, red, black
69.05, green, white
31.71, red, black
40.94, red, white
29.34, red, black
72.1, green, white
65.69, green, white
15.5, red, black
82.16, green, white
64.58, green, white
31.03, red, white
73.08, green, white
33.68, red, black
28.03, red, black
63.04, green, white
24.77, red, black
43.0, red, black
34.01, red, black
56.7, green, white
31.44, red, white
69.58, green, black
69.76, green, white
58.83, green, black
45.84, red, black
38.49, red, white
69.91, green, white
27.61, red, black
51.48, green, white
35.39, red, white
40.62, red, white
62.5, green, white
87.64, green, white
70.06, green, white
74.35, green, black
68.6, green, white
65.02, green, black
17.95, red, white
25.96, red, white
52.8, green, black
68.22, green, white
74.22, green, black
62.82, green, white
33.87, red, white
17.76, red, white
27.73, red, white
30.6, red, black
62.58, green, white
32.45, red, white
38.78, red, white
58.91, green, black
76.58, green, black
34.48, red, black
27.36, red, white
80.78, green, black
76.82, green, black
78.39, green, black
78.82, green, white
65.53, green, white
63.63, green, black
18.82, red, black
41.09, red, black
60.15, green, black
67.42, green, black
63.63, green, white
22.67, red, white
81.08, green, white
38.04, red, black
78.7, green, white
84.19, green, white
54.04, green, black
29.51, red, black
71.24, green, black
82.88, green, black
74.76, green, black
78.76, green, black
90.03, green, white
37.7, red, white
22.03, red, white
77.2, green, white
79.13, green, white
30.55, red, white
42.24, red, black
78.0, green, white
62.13, green, white
75.78, green, white
23.72, red, black
29.02, red, black
28.07, red, white
33.27, red, black
62.75, green, black
78.51, green, black
18.29, red, white
34.6, red, black
61.21, green, white
29.76, red, white
69.12, green, white
21.08, red, white
62.57, red, black
82.39, green, white
86.25, green, white
35.08, red, black
28.73, red, white
22.7, red, white
41.4, red, white
21.6, red, white
24.8, red, white
70.37, green, white
28.47, red, black
27.2, red, white
62.03, green, white
76.05, green, white
36.44, red, black
67.82, green, white
73.56, green, white
74.64, green, black
63.98, green, black
67.84, green, black
15.99, red, black
90.22, green, white
64.24, green, black
65.35, green, black
74.74, green, black
23.93, red, black
30.71, red, black
79.44, green, white
64.64, green, white
75.76, green, black
78.67, green, white
73.99, green, white
76.03, green, white
50.21, green, white
28.41, red, white
78.21, green, black
33.81, red, white
75.19, green, black
53.32, green, black
21.24, red, white
53.94, green, white
28.12, red, white
61.3, green, white
75.1, green, black
30.66, red, white
21.4, red, white
72.44, green, white
32.79, red, white
32.63, red, white
24.08, red, black
20.83, red, white
58.97, green, black
79.57, green, black
35.65, red, white
76.96, green, black
22.4, red, white
65.13, green, black
55.52, green, white
73.1, green, white
71.7, green, black
40.28, red, white
60.72, green, white
64.02, green, black
74.53, green, black
72.65, green, white
80.62, green, black
68.6, green, black
63.44, green, white
69.4, green, black
76.34, green, white
48.6, green, white
60.11, green, white
26.75, red, white
82.22, green, black
28.74, red, white
65.1, green, white
37.76, red, black
63.26, green, black
24.22, red, black
31.78, red, black
27.79, red, black
61.09, green, black
78.66, green, black
72.69, green, white
40.07, red, white
21.07, red, white
31.54, red, white
41.2, red, black
16.88, red, black
21.68, red, black
71.01, green, black
29.58, red, white
58.04, green, white
25.79, red, black
66.83, green, black
75.88, green, black
27.59, red, black
31.51, red, black
30.54, red, white
67.11, green, white
47.71, red, white
18.21, red, black
30.46, red, black
20.78, red, white
28.42, red, black
20.97, red, white
36.92, red, white
75.3, green, black
34.06, red, white
29.08, red, white
67.34, green, black
76.56, green, black
43.22, red, white
73.62, green, white
37.06, red, white
70.89, green, black
79.78, green, white
49.99, red, black
11.29, red, black
42.39, red, white
44.5, green, white
84.93, green, black
33.28, red, white
65.2, green, black
36.14, red, black
39.21, red, black
74.71, green, black
31.28, red, white
80.95, green, white
25.0, red, black
82.18, green, black
67.61, green, white
30.16, red, black
67.05, green, black
59.11, green, white
37.83, red, white
82.22, green, black
67.7, green, black
79.36, green, white
15.96, red, white
65.41, green, black
66.09, green, black
80.28, green, black
27.34, red, white
64.28, green, black
71.82, green, black
19.82, red, black
28.36, red, white
65.55, green, white
30.73, red, white
78.44, green, black
36.2, red, black
35.83, red, white
72.41, green, black
44.41, red, black
68.58, green, black
24.44, red, black
15.44, red, white
25.55, red, white
23.35, red, white
90.46, green, black
66.34, green, white
8.65, red, black
79.05, green, white
71.8, green, black
59.37, green, black
64.05, green, black
81.13, green, white
27.29, red, black
54.53, green, black
52.11, green, black
31.22, red, white
52.36, green, white
35.3, red, white
41.52, red, black
46.06, red, black
3.86, red, black
58.55, green, black
62.17, green, white
74.39, green, white
37.92, red, black
73.75, green, black
44.25, red, white
68.16, green, white
77.15, green, black
81.93, green, white
89.88, green, white
82.14, green, white
31.86, red, white
92.97, green, black
34.5, red, white
68.37, green, white
34.76, red, white
20.64, red, black
64.5, green, white
65.37, green, black
60.78, green, white
53.81, red, white
43.64, red, white
22.31, red, black
24.18, red, black
20.6, red, white
64.91, green, black
74.34, green, black
34.99, red, black
61.31, green, white
76.38, green, white
72.22, green, white
23.87, red, white
73.72, green, white
30.01, red, black
28.66, red, black
76.4, green, white
13.95, red, white
80.37, green, white
28.92, red, white
3.87, red, black
28.85, red, white
76.61, green, white
63.42, green, white
71.15, green, black
52.82, green, white
13.08, red, white
29.49, red, black
59.68, green, white
34.04, red, black
53.44, green, white
40.9, red, white
20.65, red, white
13.5, red, white
35.28, red, white
9.89, red, black
25.23, red, black
23.25, red, black
78.21, green, black
59.44, green, black
19.76, red, black
24.1, red, black
35.45, red, black
35.04, red, black
67.51, green, white
13.07, red, white
39.56, red, white
64.84, green, white
69.28, green, white
57.95, green, white
66.81, green, white
13.37, red, white
26.92, red, white
69.51, green, white
73.36, green, black
43.43, red, white
30.73, red, white
43.11, red, black
48.63, red, white
74.09, green, white
19.57, red, black
13.96, red, white
77.48, green, white
28.95, red, black
41.37, red, black
18.18, red, white
28.19, red, white
57.95, green, black
31.59, red, black
52.21, red, black
80.59, green, black
61.77, green, white
85.51, green, white
54.94, green, white
24.79, red, white
21.3, red, white
37.11, red, white
10.04, red, white
80.63, green, black
20.97, red, white
71.19, green, black
30.57, red, white
76.64, green, white
20.38, red, black
27.35, red, white
61.73, green, white
74.41, green, black
82.27, green, black
66.56, green, white
24.14, red, black
23.99, red, black
27.88, red, white
23.53, red, white
43.4, red, black
40.53, red, white
36.93, red, white
35.29, red, white
37.14, red, black
80.99, green, white
20.11, red, black
29.81, red, black
35.33, red, white
36.48, red, white
27.25, red, black
50.02, green, white
71.54, green, black
33.8, red, black
10.57, red, black
32.96, red, black
69.8, green, white
70.13, green, black
33.58, red, white
50.89, green, black
35.27, red, black
37.08, red, black
28.8, red, white
72.44, green, black
88.69, green, black
12.25, red, white
44.13, red, white
36.47, red, white
60.69, green, black
49.77, green, black
61.81, green, white
-3.88, red, black
70.71, green, white
46.33, red, white
38.11, red, black
71.61, green, white
72.44, green, white
71.32, green, white
78.87, green, black
51.33, green, white
27.75, red, black
72.14, green, black
44.89, red, white
63.71, green, white
24.46, red, black
48.5, green, white
37.18, red, white
81.55, green, white
60.55, red, black
37.11, red, white
83.14, green, black
19.98, red, white
42.79, red, black
79.42, green, white
33.6, red, black
17.97, red, white
38.52, red, black
56.53, green, white
25.35, red, white
23.28, red, white
51.9, green, white
41.1, red, white
29.8, red, black
69.65, green, black
69.67, green, white
75.41, green, white
16.29, red, white
30.44, red, white
58.83, green, white
74.05, green, white
13.19, red, black
62.02, green, white
73.87, green, white
88.3, green, black
80.58, green, black
59.58, green, white
39.46, red, white
47.24, red, white
69.92, green, black
73.88, green, white
31.07, red, white
18.64, red, white
30.14, red, white
16.07, red, white
59.84, green, black
34.71, red, black
24.93, red, white
36.05, red, black
80.75, green, black
31.55, red, white
28.99, red, black
6.47, red, black
72.65, green, white
27.2, red, white
69.49, green, black
50.98, red, black
63.66, green, white
34.9, red, black
29.81, red, black
57.09, green, black
35.21, green, black
21.92, red, black
43.41, red, white
78.39, green, white
31.64, red, black
62.82, green, black
29.34, red, white
54.78, green, white
55.35, green, white
80.64, green, white
68.8, green, white
24.96, red, white
24.39, red, black
12.3, red, white
73.38, green, black
24.75, red, white
69.31, green, black
44.03, red, black
68.7, green, white
36.87, red, white
60.8, green, white
52.02, green, black
81.45, green, black
32.72, red, white
17.29, red, black
61.0, green, black
49.73, green, black
61.23, green, black
63.03, green, black
73.1, green, white
15.24, red, white
72.97, green, white
32.88, red, black
88.01, green, black
68.17, green, black
21.54, red, black
70.07, green, black
19.53, red, white
72.0, green, white
